Data,Precipitacao_mm,Ano,Mes,Mes_Nome
2006-03-06,0.0,2006,3,Mar/06
2006-03-07,6.590357892980725,2006,3,Mar/06
2006-03-08,0.0,2006,3,Mar/06
2006-03-09,0.0,2006,3,Mar/06
2006-03-10,7.210394717046321,2006,3,Mar/06
2006-03-11,3.164215040182714,2006,3,Mar/06
2006-03-12,0.0,2006,3,Mar/06
2006-03-13,6.932327310992917,2006,3,Mar/06
2006-03-14,4.704954424750346,2006,3,Mar/06
2006-03-15,0.0,2006,3,Mar/06
2006-03-16,0.0,2006,3,Mar/06
2006-03-17,0.0,2006,3,Mar/06
2006-03-18,0.0,2006,3,Mar/06
2006-03-19,0.0,2006,3,Mar/06
2006-03-20,17.62459692114802,2006,3,Mar/06
2006-03-21,0.0,2006,3,Mar/06
2006-03-22,12.750090226691087,2006,3,Mar/06
2006-03-23,0.0,2006,3,Mar/06
2006-03-24,17.17433989159215,2006,3,Mar/06
2006-03-25,0.0,2006,3,Mar/06
2006-03-26,0.0,2006,3,Mar/06
2006-03-27,0.0,2006,3,Mar/06
2006-03-28,0.0,2006,3,Mar/06
2006-03-29,0.0,2006,3,Mar/06
2006-03-30,9.636179054532759,2006,3,Mar/06
2006-03-31,0.0,2006,3,Mar/06
2006-04-01,25.2,2006,4,Apr/06
2006-04-02,25.2,2006,4,Apr/06
2006-04-03,0.0,2006,4,Apr/06
2006-04-04,7.09371298315514,2006,4,Apr/06
2006-04-05,0.0,2006,4,Apr/06
2006-04-06,0.0,2006,4,Apr/06
2006-04-07,0.0,2006,4,Apr/06
2006-04-08,0.0,2006,4,Apr/06
2006-04-09,4.220502024082993,2006,4,Apr/06
2006-04-10,0.0,2006,4,Apr/06
2006-04-11,0.0,2006,4,Apr/06
2006-04-12,25.2,2006,4,Apr/06
2006-04-13,0.0,2006,4,Apr/06
2006-04-14,0.0,2006,4,Apr/06
2006-04-15,0.0,2006,4,Apr/06
2006-04-16,0.0,2006,4,Apr/06
2006-04-17,23.1527812237854,2006,4,Apr/06
2006-04-18,20.102336747228968,2006,4,Apr/06
2006-04-19,7.334426948805331,2006,4,Apr/06
2006-04-20,0.0,2006,4,Apr/06
2006-04-21,0.0,2006,4,Apr/06
2006-04-22,0.0,2006,4,Apr/06
2006-04-23,0.0,2006,4,Apr/06
2006-04-24,0.0,2006,4,Apr/06
2006-04-25,0.0,2006,4,Apr/06
2006-04-26,0.0,2006,4,Apr/06
2006-04-27,0.0,2006,4,Apr/06
2006-04-28,0.0,2006,4,Apr/06
2006-04-29,0.0,2006,4,Apr/06
2006-04-30,12.691850384880844,2006,4,Apr/06
2006-05-01,0.0,2006,5,May/06
2006-05-02,0.0,2006,5,May/06
2006-05-03,0.0,2006,5,May/06
2006-05-04,0.0,2006,5,May/06
2006-05-05,0.0,2006,5,May/06
2006-05-06,24.558308080967944,2006,5,May/06
2006-05-07,0.0,2006,5,May/06
2006-05-08,0.0,2006,5,May/06
2006-05-09,0.0,2006,5,May/06
2006-05-10,0.0,2006,5,May/06
2006-05-11,0.0,2006,5,May/06
2006-05-12,0.0,2006,5,May/06
2006-05-13,3.6593586348453635,2006,5,May/06
2006-05-14,15.520449881531539,2006,5,May/06
2006-05-15,0.0,2006,5,May/06
2006-05-16,0.0,2006,5,May/06
2006-05-17,0.0,2006,5,May/06
2006-05-18,26.969052002626082,2006,5,May/06
2006-05-19,0.0,2006,5,May/06
2006-05-20,0.0,2006,5,May/06
2006-05-21,29.7,2006,5,May/06
2006-05-22,0.0,2006,5,May/06
2006-05-23,0.0,2006,5,May/06
2006-05-24,0.0,2006,5,May/06
2006-05-25,0.0,2006,5,May/06
2006-05-26,0.0,2006,5,May/06
2006-05-27,29.7,2006,5,May/06
2006-05-28,0.0,2006,5,May/06
2006-05-29,0.0,2006,5,May/06
2006-05-30,0.0,2006,5,May/06
2006-05-31,0.0,2006,5,May/06
2006-06-01,0.0,2006,6,Jun/06
2006-06-02,9.492420861461287,2006,6,Jun/06
2006-06-03,0.0,2006,6,Jun/06
2006-06-04,0.0,2006,6,Jun/06
2006-06-05,0.0,2006,6,Jun/06
2006-06-06,10.667982476992814,2006,6,Jun/06
2006-06-07,0.0,2006,6,Jun/06
2006-06-08,0.0,2006,6,Jun/06
2006-06-09,21.3,2006,6,Jun/06
2006-06-10,0.0,2006,6,Jun/06
2006-06-11,0.0,2006,6,Jun/06
2006-06-12,0.0,2006,6,Jun/06
2006-06-13,4.036443222519516,2006,6,Jun/06
2006-06-14,0.0,2006,6,Jun/06
2006-06-15,6.138827231313126,2006,6,Jun/06
2006-06-16,0.0,2006,6,Jun/06
2006-06-17,0.0,2006,6,Jun/06
2006-06-18,0.0,2006,6,Jun/06
2006-06-19,0.0,2006,6,Jun/06
2006-06-20,21.3,2006,6,Jun/06
2006-06-21,0.0,2006,6,Jun/06
2006-06-22,4.690225970824039,2006,6,Jun/06
2006-06-23,17.640212239158007,2006,6,Jun/06
2006-06-24,2.655046002980245,2006,6,Jun/06
2006-06-25,0.0,2006,6,Jun/06
2006-06-26,0.0,2006,6,Jun/06
2006-06-27,0.0,2006,6,Jun/06
2006-06-28,0.0,2006,6,Jun/06
2006-06-29,0.0,2006,6,Jun/06
2006-06-30,0.0,2006,6,Jun/06
2006-07-01,0.0,2006,7,Jul/06
2006-07-02,0.0,2006,7,Jul/06
2006-07-03,0.0,2006,7,Jul/06
2006-07-04,7.082588447745531,2006,7,Jul/06
2006-07-05,1.9788819951616738,2006,7,Jul/06
2006-07-06,3.990326843992499,2006,7,Jul/06
2006-07-07,0.0,2006,7,Jul/06
2006-07-08,8.823354760522284,2006,7,Jul/06
2006-07-09,17.17033045743323,2006,7,Jul/06
2006-07-10,0.0,2006,7,Jul/06
2006-07-11,0.0,2006,7,Jul/06
2006-07-12,0.0,2006,7,Jul/06
2006-07-13,0.0,2006,7,Jul/06
2006-07-14,0.0,2006,7,Jul/06
2006-07-15,0.0,2006,7,Jul/06
2006-07-16,17.25,2006,7,Jul/06
2006-07-17,5.124883841615962,2006,7,Jul/06
2006-07-18,0.0,2006,7,Jul/06
2006-07-19,17.25,2006,7,Jul/06
2006-07-20,2.3289433743971686,2006,7,Jul/06
2006-07-21,0.0,2006,7,Jul/06
2006-07-22,9.892229439086531,2006,7,Jul/06
2006-07-23,0.0,2006,7,Jul/06
2006-07-24,15.555561287806587,2006,7,Jul/06
2006-07-25,0.0,2006,7,Jul/06
2006-07-26,0.0,2006,7,Jul/06
2006-07-27,17.25,2006,7,Jul/06
2006-07-28,0.0,2006,7,Jul/06
2006-07-29,5.703875273726995,2006,7,Jul/06
2006-07-30,0.0,2006,7,Jul/06
2006-07-31,0.0,2006,7,Jul/06
2006-08-01,0.0,2006,8,Aug/06
2006-08-02,0.0,2006,8,Aug/06
2006-08-03,13.799999999999999,2006,8,Aug/06
2006-08-04,0.0,2006,8,Aug/06
2006-08-05,4.550765677813879,2006,8,Aug/06
2006-08-06,3.7367156671319024,2006,8,Aug/06
2006-08-07,0.0,2006,8,Aug/06
2006-08-08,12.479949440988516,2006,8,Aug/06
2006-08-09,0.0,2006,8,Aug/06
2006-08-10,0.0,2006,8,Aug/06
2006-08-11,0.0,2006,8,Aug/06
2006-08-12,0.0,2006,8,Aug/06
2006-08-13,0.0,2006,8,Aug/06
2006-08-14,0.0,2006,8,Aug/06
2006-08-15,0.0,2006,8,Aug/06
2006-08-16,0.0,2006,8,Aug/06
2006-08-17,13.799999999999999,2006,8,Aug/06
2006-08-18,0.0,2006,8,Aug/06
2006-08-19,0.0,2006,8,Aug/06
2006-08-20,13.799999999999999,2006,8,Aug/06
2006-08-21,0.0,2006,8,Aug/06
2006-08-22,8.547332645284508,2006,8,Aug/06
2006-08-23,0.0,2006,8,Aug/06
2006-08-24,4.248485116370991,2006,8,Aug/06
2006-08-25,0.0,2006,8,Aug/06
2006-08-26,0.0,2006,8,Aug/06
2006-08-27,0.0,2006,8,Aug/06
2006-08-28,0.0,2006,8,Aug/06
2006-08-29,9.904801200359469,2006,8,Aug/06
2006-08-30,0.0,2006,8,Aug/06
2006-08-31,0.0,2006,8,Aug/06
2006-09-01,10.2,2006,9,Sep/06
2006-09-02,10.2,2006,9,Sep/06
2006-09-03,4.190200759602028,2006,9,Sep/06
2006-09-04,0.0,2006,9,Sep/06
2006-09-05,0.0,2006,9,Sep/06
2006-09-06,0.0,2006,9,Sep/06
2006-09-07,3.01898697436323,2006,9,Sep/06
2006-09-08,0.0,2006,9,Sep/06
2006-09-09,9.841865220718622,2006,9,Sep/06
2006-09-10,0.0,2006,9,Sep/06
2006-09-11,6.9356461301121515,2006,9,Sep/06
2006-09-12,0.0,2006,9,Sep/06
2006-09-13,0.0,2006,9,Sep/06
2006-09-14,8.082478609573354,2006,9,Sep/06
2006-09-15,6.196083791861661,2006,9,Sep/06
2006-09-16,0.0,2006,9,Sep/06
2006-09-17,8.25808343453357,2006,9,Sep/06
2006-09-18,0.0,2006,9,Sep/06
2006-09-19,2.7763837947118115,2006,9,Sep/06
2006-09-20,0.0,2006,9,Sep/06
2006-09-21,0.0,2006,9,Sep/06
2006-09-22,0.0,2006,9,Sep/06
2006-09-23,0.0,2006,9,Sep/06
2006-09-24,0.0,2006,9,Sep/06
2006-09-25,7.108754983113208,2006,9,Sep/06
2006-09-26,0.0,2006,9,Sep/06
2006-09-27,3.7989695603773517,2006,9,Sep/06
2006-09-28,10.2,2006,9,Sep/06
2006-09-29,0.0,2006,9,Sep/06
2006-09-30,2.7565632636545585,2006,9,Sep/06
2006-10-01,0.0,2006,10,Oct/06
2006-10-02,7.8,2006,10,Oct/06
2006-10-03,0.0,2006,10,Oct/06
2006-10-04,1.849747220529836,2006,10,Oct/06
2006-10-05,0.0,2006,10,Oct/06
2006-10-06,0.0,2006,10,Oct/06
2006-10-07,0.0,2006,10,Oct/06
2006-10-08,0.0,2006,10,Oct/06
2006-10-09,0.0,2006,10,Oct/06
2006-10-10,0.0,2006,10,Oct/06
2006-10-11,0.0,2006,10,Oct/06
2006-10-12,0.0,2006,10,Oct/06
2006-10-13,7.8,2006,10,Oct/06
2006-10-14,0.0,2006,10,Oct/06
2006-10-15,7.666355174000113,2006,10,Oct/06
2006-10-16,0.0,2006,10,Oct/06
2006-10-17,2.5229146417936654,2006,10,Oct/06
2006-10-18,0.0,2006,10,Oct/06
2006-10-19,1.45768559401204,2006,10,Oct/06
2006-10-20,0.0,2006,10,Oct/06
2006-10-21,0.0,2006,10,Oct/06
2006-10-22,0.6290141430495876,2006,10,Oct/06
2006-10-23,0.0,2006,10,Oct/06
2006-10-24,0.0,2006,10,Oct/06
2006-10-25,0.0,2006,10,Oct/06
2006-10-26,0.0,2006,10,Oct/06
2006-10-27,0.0,2006,10,Oct/06
2006-10-28,0.0,2006,10,Oct/06
2006-10-29,0.0,2006,10,Oct/06
2006-10-30,0.0,2006,10,Oct/06
2006-10-31,0.0,2006,10,Oct/06
2006-11-01,0.24112553497246728,2006,11,Nov/06
2006-11-02,0.0,2006,11,Nov/06
2006-11-03,0.0,2006,11,Nov/06
2006-11-04,0.0,2006,11,Nov/06
2006-11-05,0.0,2006,11,Nov/06
2006-11-06,7.199999999999999,2006,11,Nov/06
2006-11-07,5.308004474843729,2006,11,Nov/06
2006-11-08,0.0,2006,11,Nov/06
2006-11-09,0.0,2006,11,Nov/06
2006-11-10,0.0,2006,11,Nov/06
2006-11-11,3.3518036936998223,2006,11,Nov/06
2006-11-12,0.0,2006,11,Nov/06
2006-11-13,0.0,2006,11,Nov/06
2006-11-14,3.9038049425429837,2006,11,Nov/06
2006-11-15,0.0,2006,11,Nov/06
2006-11-16,4.331444894779713,2006,11,Nov/06
2006-11-17,0.0,2006,11,Nov/06
2006-11-18,0.0,2006,11,Nov/06
2006-11-19,0.0,2006,11,Nov/06
2006-11-20,0.0,2006,11,Nov/06
2006-11-21,5.837096673838955,2006,11,Nov/06
2006-11-22,0.0,2006,11,Nov/06
2006-11-23,5.480508332101196,2006,11,Nov/06
2006-11-24,0.0,2006,11,Nov/06
2006-11-25,4.840452778003037,2006,11,Nov/06
2006-11-26,0.0,2006,11,Nov/06
2006-11-27,5.572303328088353,2006,11,Nov/06
2006-11-28,0.0,2006,11,Nov/06
2006-11-29,1.159128258175599,2006,11,Nov/06
2006-11-30,0.0,2006,11,Nov/06
2006-12-01,0.0,2006,12,Dec/06
2006-12-02,7.913340912678604,2006,12,Dec/06
2006-12-03,0.0,2006,12,Dec/06
2006-12-04,1.4891232274412423,2006,12,Dec/06
2006-12-05,0.0,2006,12,Dec/06
2006-12-06,2.457380974426972,2006,12,Dec/06
2006-12-07,0.0,2006,12,Dec/06
2006-12-08,0.0,2006,12,Dec/06
2006-12-09,8.7,2006,12,Dec/06
2006-12-10,4.808408663335235,2006,12,Dec/06
2006-12-11,8.7,2006,12,Dec/06
2006-12-12,6.226756802880959,2006,12,Dec/06
2006-12-13,0.0,2006,12,Dec/06
2006-12-14,1.5874704860715252,2006,12,Dec/06
2006-12-15,0.0,2006,12,Dec/06
2006-12-16,0.0,2006,12,Dec/06
2006-12-17,5.492240299807496,2006,12,Dec/06
2006-12-18,0.0,2006,12,Dec/06
2006-12-19,0.0,2006,12,Dec/06
2006-12-20,0.0,2006,12,Dec/06
2006-12-21,0.0,2006,12,Dec/06
2006-12-22,0.0,2006,12,Dec/06
2006-12-23,0.0,2006,12,Dec/06
2006-12-24,0.0,2006,12,Dec/06
2006-12-25,0.0,2006,12,Dec/06
2006-12-26,0.0,2006,12,Dec/06
2006-12-27,0.0,2006,12,Dec/06
2006-12-28,1.2240689541831757,2006,12,Dec/06
2006-12-29,7.13731154345899,2006,12,Dec/06
2006-12-30,0.0,2006,12,Dec/06
2006-12-31,0.0,2006,12,Dec/06
2007-01-01,0.0,2007,1,Jan/07
2007-01-02,0.0,2007,1,Jan/07
2007-01-03,0.0,2007,1,Jan/07
2007-01-04,0.0,2007,1,Jan/07
2007-01-05,0.0,2007,1,Jan/07
2007-01-06,0.0,2007,1,Jan/07
2007-01-07,0.0,2007,1,Jan/07
2007-01-08,11.7,2007,1,Jan/07
2007-01-09,9.388393146115526,2007,1,Jan/07
2007-01-10,0.0,2007,1,Jan/07
2007-01-11,6.943945553869414,2007,1,Jan/07
2007-01-12,11.7,2007,1,Jan/07
2007-01-13,8.142314907049249,2007,1,Jan/07
2007-01-14,0.0,2007,1,Jan/07
2007-01-15,6.721351867371339,2007,1,Jan/07
2007-01-16,10.329325902296619,2007,1,Jan/07
2007-01-17,0.0,2007,1,Jan/07
2007-01-18,0.0,2007,1,Jan/07
2007-01-19,0.0,2007,1,Jan/07
2007-01-20,0.0,2007,1,Jan/07
2007-01-21,0.0,2007,1,Jan/07
2007-01-22,0.0,2007,1,Jan/07
2007-01-23,3.6383787887483803,2007,1,Jan/07
2007-01-24,0.0,2007,1,Jan/07
2007-01-25,0.0,2007,1,Jan/07
2007-01-26,0.0,2007,1,Jan/07
2007-01-27,0.0,2007,1,Jan/07
2007-01-28,2.6132573138435125,2007,1,Jan/07
2007-01-29,0.0,2007,1,Jan/07
2007-01-30,0.0,2007,1,Jan/07
2007-01-31,0.0,2007,1,Jan/07
2007-02-01,0.0,2007,2,Feb/07
2007-02-02,0.0,2007,2,Feb/07
2007-02-03,0.0,2007,2,Feb/07
2007-02-04,0.0,2007,2,Feb/07
2007-02-05,14.7,2007,2,Feb/07
2007-02-06,11.537234953485852,2007,2,Feb/07
2007-02-07,0.0,2007,2,Feb/07
2007-02-08,14.7,2007,2,Feb/07
2007-02-09,0.0,2007,2,Feb/07
2007-02-10,0.0,2007,2,Feb/07
2007-02-11,0.0,2007,2,Feb/07
2007-02-12,0.0,2007,2,Feb/07
2007-02-13,4.9446255060481,2007,2,Feb/07
2007-02-14,0.0,2007,2,Feb/07
2007-02-15,8.98855538128107,2007,2,Feb/07
2007-02-16,0.0,2007,2,Feb/07
2007-02-17,0.0,2007,2,Feb/07
2007-02-18,13.083726685569529,2007,2,Feb/07
2007-02-19,0.23432622014152651,2007,2,Feb/07
2007-02-20,14.413408596309335,2007,2,Feb/07
2007-02-21,13.152704669536519,2007,2,Feb/07
2007-02-22,0.0,2007,2,Feb/07
2007-02-23,0.0,2007,2,Feb/07
2007-02-24,0.0,2007,2,Feb/07
2007-02-25,0.0,2007,2,Feb/07
2007-02-26,6.657584063924443,2007,2,Feb/07
2007-02-27,0.0,2007,2,Feb/07
2007-02-28,0.0,2007,2,Feb/07
2007-03-01,0.0,2007,3,Mar/07
2007-03-02,6.619447551529445,2007,3,Mar/07
2007-03-03,18.3,2007,3,Mar/07
2007-03-04,0.0,2007,3,Mar/07
2007-03-05,0.0,2007,3,Mar/07
2007-03-06,0.0,2007,3,Mar/07
2007-03-07,0.0,2007,3,Mar/07
2007-03-08,6.684565906996992,2007,3,Mar/07
2007-03-09,0.0,2007,3,Mar/07
2007-03-10,0.0,2007,3,Mar/07
2007-03-11,0.0,2007,3,Mar/07
2007-03-12,18.3,2007,3,Mar/07
2007-03-13,0.0,2007,3,Mar/07
2007-03-14,0.0,2007,3,Mar/07
2007-03-15,0.0,2007,3,Mar/07
2007-03-16,0.0,2007,3,Mar/07
2007-03-17,3.9225485622074046,2007,3,Mar/07
2007-03-18,0.0,2007,3,Mar/07
2007-03-19,18.3,2007,3,Mar/07
2007-03-20,11.529069674893526,2007,3,Mar/07
2007-03-21,0.0,2007,3,Mar/07
2007-03-22,8.850597089623875,2007,3,Mar/07
2007-03-23,7.7416799753660435,2007,3,Mar/07
2007-03-24,0.0,2007,3,Mar/07
2007-03-25,0.0,2007,3,Mar/07
2007-03-26,7.581261668625586,2007,3,Mar/07
2007-03-27,0.0,2007,3,Mar/07
2007-03-28,0.0,2007,3,Mar/07
2007-03-29,0.0,2007,3,Mar/07
2007-03-30,0.0,2007,3,Mar/07
2007-03-31,15.580617474668466,2007,3,Mar/07
2007-04-01,0.0,2007,4,Apr/07
2007-04-02,0.0,2007,4,Apr/07
2007-04-03,0.0,2007,4,Apr/07
2007-04-04,0.0,2007,4,Apr/07
2007-04-05,0.0,2007,4,Apr/07
2007-04-06,0.0,2007,4,Apr/07
2007-04-07,0.0,2007,4,Apr/07
2007-04-08,0.0,2007,4,Apr/07
2007-04-09,0.0,2007,4,Apr/07
2007-04-10,6.221281568719323,2007,4,Apr/07
2007-04-11,0.0,2007,4,Apr/07
2007-04-12,0.0,2007,4,Apr/07
2007-04-13,0.0,2007,4,Apr/07
2007-04-14,25.2,2007,4,Apr/07
2007-04-15,0.0,2007,4,Apr/07
2007-04-16,0.0,2007,4,Apr/07
2007-04-17,0.0,2007,4,Apr/07
2007-04-18,0.0,2007,4,Apr/07
2007-04-19,0.0,2007,4,Apr/07
2007-04-20,25.2,2007,4,Apr/07
2007-04-21,0.0,2007,4,Apr/07
2007-04-22,0.0,2007,4,Apr/07
2007-04-23,0.0,2007,4,Apr/07
2007-04-24,0.0,2007,4,Apr/07
2007-04-25,0.0,2007,4,Apr/07
2007-04-26,0.0,2007,4,Apr/07
2007-04-27,25.2,2007,4,Apr/07
2007-04-28,0.0,2007,4,Apr/07
2007-04-29,0.0,2007,4,Apr/07
2007-04-30,9.689722116494568,2007,4,Apr/07
2007-05-01,18.360643708243018,2007,5,May/07
2007-05-02,0.0,2007,5,May/07
2007-05-03,0.0,2007,5,May/07
2007-05-04,0.0,2007,5,May/07
2007-05-05,0.0,2007,5,May/07
2007-05-06,0.0,2007,5,May/07
2007-05-07,0.0,2007,5,May/07
2007-05-08,11.44752032925675,2007,5,May/07
2007-05-09,0.0,2007,5,May/07
2007-05-10,0.0,2007,5,May/07
2007-05-11,13.725587189084742,2007,5,May/07
2007-05-12,0.0,2007,5,May/07
2007-05-13,0.0,2007,5,May/07
2007-05-14,29.7,2007,5,May/07
2007-05-15,0.0,2007,5,May/07
2007-05-16,0.0,2007,5,May/07
2007-05-17,0.0,2007,5,May/07
2007-05-18,13.468376792210195,2007,5,May/07
2007-05-19,0.0,2007,5,May/07
2007-05-20,5.7210217553981755,2007,5,May/07
2007-05-21,16.23122346949911,2007,5,May/07
2007-05-22,0.0,2007,5,May/07
2007-05-23,0.0,2007,5,May/07
2007-05-24,0.0,2007,5,May/07
2007-05-25,0.0,2007,5,May/07
2007-05-26,12.890902162813086,2007,5,May/07
2007-05-27,0.0,2007,5,May/07
2007-05-28,7.654410437852047,2007,5,May/07
2007-05-29,0.0,2007,5,May/07
2007-05-30,29.7,2007,5,May/07
2007-05-31,5.540067112159167,2007,5,May/07
2007-06-01,13.594046713703067,2007,6,Jun/07
2007-06-02,10.229603157956921,2007,6,Jun/07
2007-06-03,9.660214811216694,2007,6,Jun/07
2007-06-04,0.0,2007,6,Jun/07
2007-06-05,0.0,2007,6,Jun/07
2007-06-06,0.0,2007,6,Jun/07
2007-06-07,0.0,2007,6,Jun/07
2007-06-08,0.0,2007,6,Jun/07
2007-06-09,0.0,2007,6,Jun/07
2007-06-10,2.286799889903374,2007,6,Jun/07
2007-06-11,13.496997191077117,2007,6,Jun/07
2007-06-12,7.662625108098218,2007,6,Jun/07
2007-06-13,0.0,2007,6,Jun/07
2007-06-14,0.0,2007,6,Jun/07
2007-06-15,0.0,2007,6,Jun/07
2007-06-16,0.0,2007,6,Jun/07
2007-06-17,0.0,2007,6,Jun/07
2007-06-18,21.3,2007,6,Jun/07
2007-06-19,21.3,2007,6,Jun/07
2007-06-20,0.0,2007,6,Jun/07
2007-06-21,0.0,2007,6,Jun/07
2007-06-22,0.0,2007,6,Jun/07
2007-06-23,0.0,2007,6,Jun/07
2007-06-24,0.0,2007,6,Jun/07
2007-06-25,0.0,2007,6,Jun/07
2007-06-26,0.0,2007,6,Jun/07
2007-06-27,0.0,2007,6,Jun/07
2007-06-28,0.0,2007,6,Jun/07
2007-06-29,0.0,2007,6,Jun/07
2007-06-30,0.0,2007,6,Jun/07
2007-07-01,0.0,2007,7,Jul/07
2007-07-02,0.0,2007,7,Jul/07
2007-07-03,0.0,2007,7,Jul/07
