,inicio,fim,duracao,precipitacao_total,intensidade_max
122,2014-03-29,2014-03-29,1,18.3,18.3
123,2014-04-07,2014-04-07,1,16.050984693930708,16.050984693930708
124,2014-04-18,2014-04-19,2,41.95482680561378,25.2
125,2014-05-13,2014-05-13,1,22.478767123403838,22.478767123403838
126,2014-05-23,2014-05-23,1,29.7,29.7
127,2014-06-01,2014-06-01,1,20.11693386639941,20.11693386639941
128,2014-06-05,2014-06-05,1,21.3,21.3
129,2014-06-07,2014-06-07,1,21.3,21.3
130,2014-06-14,2014-06-14,1,21.3,21.3
131,2015-03-01,2015-03-01,1,18.3,18.3
132,2015-03-26,2015-03-26,1,18.3,18.3
133,2015-03-29,2015-03-31,3,54.900000000000006,18.3
134,2015-04-02,2015-04-02,1,25.05501510943201,25.05501510943201
135,2015-04-06,2015-04-06,1,16.337153600390405,16.337153600390405
136,2015-04-14,2015-04-14,1,23.160124505875583,23.160124505875583
137,2015-04-16,2015-04-16,1,25.2,25.2
138,2015-04-21,2015-04-21,1,20.7342944286472,20.7342944286472
139,2015-04-23,2015-04-23,1,25.2,25.2
140,2015-04-25,2015-04-25,1,19.47269278258562,19.47269278258562
141,2015-05-13,2015-05-13,1,29.7,29.7
142,2015-05-18,2015-05-18,1,25.993534122356223,25.993534122356223
143,2015-05-28,2015-05-28,1,29.7,29.7
144,2015-06-01,2015-06-01,1,15.620526323966155,15.620526323966155
145,2015-06-09,2015-06-09,1,21.3,21.3
146,2015-06-20,2015-06-20,1,21.3,21.3
147,2015-07-03,2015-07-03,1,17.25,17.25
148,2015-07-19,2015-07-19,1,16.530776444465182,16.530776444465182
149,2015-07-30,2015-07-30,1,17.25,17.25
150,2016-03-30,2016-03-30,1,18.3,18.3
151,2016-04-11,2016-04-12,2,50.4,25.2
152,2016-04-16,2016-04-17,2,36.06655666216926,20.137932696965088
153,2016-04-20,2016-04-20,1,25.2,25.2
154,2016-05-08,2016-05-08,1,21.201873873436963,21.201873873436963
155,2016-05-18,2016-05-18,1,26.211716970431432,26.211716970431432
156,2016-05-25,2016-05-25,1,29.7,29.7
157,2016-05-27,2016-05-27,1,29.7,29.7
158,2016-05-31,2016-05-31,1,27.43076374567633,27.43076374567633
159,2016-06-02,2016-06-02,1,19.850520321445103,19.850520321445103
160,2016-06-04,2016-06-04,1,20.93693958985004,20.93693958985004
161,2017-03-01,2017-03-01,1,18.3,18.3
162,2017-03-04,2017-03-04,1,18.3,18.3
163,2017-03-31,2017-03-31,1,18.3,18.3
164,2017-04-07,2017-04-07,1,17.752908661556326,17.752908661556326
165,2017-04-10,2017-04-10,1,18.45057935287359,18.45057935287359
166,2017-05-04,2017-05-04,1,29.7,29.7
167,2017-05-08,2017-05-08,1,27.14542393035469,27.14542393035469
168,2017-05-12,2017-05-12,1,29.7,29.7
169,2017-05-21,2017-05-21,1,22.53778256837409,22.53778256837409
170,2017-05-26,2017-05-27,2,48.501734631616344,29.56020538650857
171,2017-05-29,2017-05-29,1,24.13036005757626,24.13036005757626
172,2017-06-01,2017-06-01,1,21.3,21.3
173,2017-06-04,2017-06-04,1,16.17549603457785,16.17549603457785
174,2017-06-06,2017-06-06,1,21.3,21.3
175,2017-06-24,2017-06-24,1,21.3,21.3
176,2017-07-27,2017-07-27,1,16.498027999940962,16.498027999940962
177,2018-03-04,2018-03-04,1,18.3,18.3
178,2018-03-06,2018-03-06,1,18.3,18.3
179,2018-03-10,2018-03-10,1,18.3,18.3
180,2018-03-13,2018-03-13,1,18.3,18.3
181,2018-03-17,2018-03-17,1,17.772489071326806,17.772489071326806
182,2018-03-30,2018-03-31,2,36.6,18.3
183,2018-04-06,2018-04-06,1,25.2,25.2
184,2018-04-16,2018-04-16,1,20.526287251571635,20.526287251571635
185,2018-04-21,2018-04-21,1,16.369396765764236,16.369396765764236
186,2018-04-27,2018-04-27,1,25.2,25.2
187,2018-05-03,2018-05-03,1,20.512654263099076,20.512654263099076
188,2018-05-21,2018-05-21,1,18.34164319182758,18.34164319182758
189,2018-06-01,2018-06-03,3,59.65931597181583,21.3
190,2018-06-05,2018-06-05,1,21.3,21.3
191,2018-06-07,2018-06-07,1,21.3,21.3
192,2018-06-09,2018-06-09,1,21.3,21.3
193,2018-06-22,2018-06-22,1,21.3,21.3
194,2018-06-29,2018-06-30,2,38.285304088180055,21.3
195,2018-07-16,2018-07-16,1,17.25,17.25
196,2018-07-18,2018-07-18,1,17.25,17.25
197,2018-07-24,2018-07-24,1,15.81234010575326,15.81234010575326
198,2019-03-02,2019-03-02,1,18.3,18.3
199,2019-04-01,2019-04-01,1,25.2,25.2
200,2019-04-04,2019-04-04,1,19.765605806068475,19.765605806068475
201,2019-04-14,2019-04-14,1,25.2,25.2
202,2019-04-18,2019-04-19,2,48.94882692962459,25.2
203,2019-04-22,2019-04-22,1,15.644626854194131,15.644626854194131
204,2019-05-03,2019-05-03,1,25.047433556595237,25.047433556595237
205,2019-05-09,2019-05-09,1,29.7,29.7
206,2019-05-11,2019-05-11,1,16.232459769791728,16.232459769791728
207,2019-05-14,2019-05-15,2,48.92198546060568,29.7
208,2019-05-17,2019-05-17,1,29.7,29.7
209,2019-05-28,2019-05-28,1,21.9433545100007,21.9433545100007
210,2019-05-30,2019-05-30,1,29.7,29.7
211,2019-06-02,2019-06-02,1,21.3,21.3
212,2019-06-06,2019-06-06,1,18.097971195232294,18.097971195232294
213,2019-06-19,2019-06-19,1,21.3,21.3
214,2019-06-21,2019-06-21,1,16.110040686728908,16.110040686728908
215,2019-06-27,2019-06-27,1,21.3,21.3
216,2019-06-29,2019-06-29,1,21.3,21.3
217,2019-07-03,2019-07-03,1,17.25,17.25
218,2019-07-06,2019-07-06,1,17.25,17.25
219,2019-07-21,2019-07-21,1,17.25,17.25
220,2019-07-25,2019-07-25,1,17.25,17.25
221,2019-07-27,2019-07-27,1,17.25,17.25
222,2020-03-03,2020-03-03,1,18.3,18.3
223,2020-03-08,2020-03-08,1,18.3,18.3
224,2020-03-31,2020-03-31,1,16.05779977101341,16.05779977101341
225,2020-04-29,2020-04-29,1,25.2,25.2
226,2020-05-14,2020-05-14,1,29.7,29.7
227,2020-05-16,2020-05-16,1,18.97567027947608,18.97567027947608
228,2020-05-22,2020-05-23,2,46.72185204640547,25.18230080800945
229,2020-06-10,2020-06-10,1,16.598674394676806,16.598674394676806
230,2020-06-12,2020-06-12,1,21.3,21.3
231,2020-06-16,2020-06-16,1,21.3,21.3
232,2020-06-20,2020-06-20,1,21.3,21.3
233,2020-06-23,2020-06-24,2,38.99345037716216,21.3
234,2020-06-28,2020-06-28,1,21.3,21.3
235,2021-03-05,2021-03-06,2,35.11035472504155,18.3
236,2021-03-21,2021-03-23,3,52.742239729514736,18.3
237,2021-03-28,2021-03-29,2,36.6,18.3
238,2021-03-31,2021-04-01,2,43.5,25.2
239,2021-04-08,2021-04-09,2,41.795370819056586,25.2
240,2021-04-14,2021-04-14,1,25.2,25.2
241,2021-04-25,2021-04-26,2,41.851924288077214,25.2
242,2021-05-02,2021-05-02,1,15.471026029125529,15.471026029125529
243,2021-05-14,2021-05-14,1,21.934699398407965,21.934699398407965
244,2021-05-21,2021-05-21,1,23.662284784167603,23.662284784167603
245,2021-05-23,2021-05-23,1,27.7400875983938,27.7400875983938
246,2021-06-10,2021-06-10,1,21.3,21.3
247,2021-06-13,2021-06-13,1,15.53373594380559,15.53373594380559
248,2021-06-21,2021-06-21,1,15.678001969251389,15.678001969251389
249,2021-06-24,2021-06-24,1,21.3,21.3
250,2021-06-29,2021-06-29,1,21.3,21.3
251,2021-07-01,2021-07-02,2,34.5,17.25
252,2021-07-23,2021-07-23,1,17.25,17.25
253,2022-03-13,2022-03-13,1,18.3,18.3
254,2022-03-15,2022-03-15,1,18.3,18.3
255,2022-04-03,2022-04-03,1,25.2,25.2
256,2022-04-12,2022-04-12,1,25.2,25.2
257,2022-04-27,2022-04-27,1,20.225088674890976,20.225088674890976
258,2022-05-03,2022-05-04,2,55.7667935116485,29.7
259,2022-05-07,2022-05-07,1,18.060805500542124,18.060805500542124
260,2022-05-09,2022-05-09,1,22.732225419696142,22.732225419696142
261,2022-05-13,2022-05-13,1,29.7,29.7
262,2022-05-15,2022-05-15,1,29.7,29.7
263,2022-05-18,2022-05-18,1,18.07669397831777,18.07669397831777
264,2022-06-23,2022-06-23,1,17.279131876334038,17.279131876334038
265,2022-06-25,2022-06-25,1,18.88199585126356,18.88199585126356
266,2022-06-29,2022-06-29,1,18.277577786679323,18.277577786679323
267,2022-07-20,2022-07-20,1,17.25,17.25
268,2023-03-25,2023-03-25,1,18.3,18.3
269,2023-04-03,2023-04-03,1,25.2,25.2
270,2023-04-09,2023-04-09,1,21.40726531598224,21.40726531598224
271,2023-04-11,2023-04-11,1,23.10796848931068,23.10796848931068
272,2023-04-17,2023-04-17,1,25.2,25.2
273,2023-04-22,2023-04-23,2,44.11225571335332,25.2
274,2023-05-02,2023-05-02,1,29.7,29.7
275,2023-05-05,2023-05-05,1,21.746573398263056,21.746573398263056
276,2023-05-14,2023-05-14,1,23.544282090459312,23.544282090459312
277,2023-05-18,2023-05-18,1,16.69948816461627,16.69948816461627
278,2023-05-22,2023-05-22,1,29.3224223530439,29.3224223530439
279,2023-06-01,2023-06-01,1,21.3,21.3
280,2023-06-07,2023-06-07,1,21.100223267857817,21.100223267857817
281,2023-06-11,2023-06-11,1,15.965646299872413,15.965646299872413
282,2023-06-19,2023-06-19,1,21.3,21.3
283,2023-06-26,2023-06-26,1,21.3,21.3
284,2023-07-30,2023-07-30,1,15.871009249820338,15.871009249820338
285,2024-03-01,2024-03-01,1,18.3,18.3
286,2024-04-05,2024-04-05,1,25.2,25.2
287,2024-04-07,2024-04-07,1,25.2,25.2
288,2024-04-11,2024-04-11,1,25.2,25.2
289,2024-04-14,2024-04-16,3,74.41272690115028,25.2
290,2024-04-20,2024-04-21,2,45.93184624294657,23.6498411800547
291,2024-05-03,2024-05-03,1,29.7,29.7
292,2024-05-06,2024-05-06,1,29.7,29.7
293,2024-05-09,2024-05-09,1,17.16033417595803,17.16033417595803
294,2024-05-12,2024-05-12,1,20.13086075745547,20.13086075745547
295,2024-05-17,2024-05-17,1,18.199171081435047,18.199171081435047
296,2024-06-09,2024-06-09,1,21.3,21.3
297,2024-06-15,2024-06-15,1,21.3,21.3
298,2024-07-03,2024-07-04,2,34.5,17.25
299,2024-07-10,2024-07-10,1,17.25,17.25
300,2024-07-24,2024-07-25,2,34.5,17.25
301,2025-03-09,2025-03-09,1,18.3,18.3
302,2025-03-31,2025-03-31,1,18.3,18.3
303,2025-04-17,2025-04-17,1,25.2,25.2
304,2025-04-26,2025-04-27,2,50.4,25.2
305,2025-05-02,2025-05-02,1,19.21424047025097,19.21424047025097
306,2025-05-05,2025-05-06,2,38.19408752159342,19.772185234460483
307,2025-05-10,2025-05-10,1,29.7,29.7
308,2025-05-12,2025-05-12,1,21.323301466236256,21.323301466236256
309,2025-05-25,2025-05-25,1,29.7,29.7
310,2025-05-29,2025-05-29,1,19.38059005111384,19.38059005111384
311,2025-06-02,2025-06-02,1,18.99646837025595,18.99646837025595
312,2025-06-05,2025-06-05,1,21.3,21.3
313,2025-06-09,2025-06-10,2,37.746800099268285,21.3
314,2025-06-22,2025-06-23,2,35.88624671049665,18.43053657977223
315,2025-06-27,2025-06-27,1,21.3,21.3
316,2025-07-04,2025-07-04,1,17.11643907644507,17.11643907644507
317,2025-07-19,2025-07-19,1,17.25,17.25
318,2025-07-23,2025-07-23,1,17.25,17.25
319,2025-07-26,2025-07-26,1,17.25,17.25
